adult_id,service_area,cohort_year,cohort_quarter,age,education_years,two_adult,months_mfip,unemployment_rate,childcare_slots_per_100,ssi_success_3y,sustained_exit_12m,employed_3y,earnings_3y,returned_cash_3y
synthetic-2018-1-0-48,Demo Area 01,2018,1,40,11,0,2,0.0305082895869608,19.79810327614828,1,1,1,3270.243459408911,0.0
synthetic-2018-1-0-49,Demo Area 01,2018,1,53,13,0,41,0.04778668248265867,29.797273544004124,1,0,1,2069.689949861461,
synthetic-2018-1-0-50,Demo Area 01,2018,1,49,10,0,37,0.03592715871798873,29.291190574112605,0,0,0,0.0,
synthetic-2018-1-0-51,Demo Area 01,2018,1,39,11,0,35,0.04041780567278965,17.73717332823873,0,1,1,2002.3799176580014,0.0
synthetic-2018-1-0-52,Demo Area 01,2018,1,24,14,0,5,0.028513839510860374,27.509695100259606,0,0,1,4826.28824665576,
synthetic-2018-1-0-53,Demo Area 01,2018,1,33,15,0,44,0.05153280958140649,13.908860507516108,0,1,0,0.0,0.0
synthetic-2018-1-0-54,Demo Area 01,2018,1,28,12,1,49,0.044723151909028216,24.23694208737952,0,1,0,0.0,0.0
synthetic-2018-1-0-55,Demo Area 01,2018,1,32,11,1,9,0.04390787462798574,28.696662649353627,1,0,1,2320.8674270545735,
synthetic-2018-1-0-56,Demo Area 01,2018,1,41,11,1,25,0.03769670208091406,20.4500427445987,0,1,1,2704.752929084333,0.0
synthetic-2018-1-0-57,Demo Area 01,2018,1,24,15,1,53,0.03619218727858343,26.329664151795857,1,1,0,0.0,0.0
synthetic-2018-1-0-58,Demo Area 01,2018,1,36,10,0,7,0.04284183309409843,28.710071994207045,0,1,0,0.0,0.0
synthetic-2018-1-0-59,Demo Area 01,2018,1,42,14,0,62,0.04267731570846675,20.984833772202602,1,1,1,4441.011028194698,1.0
synthetic-2018-1-0-60,Demo Area 01,2018,1,22,15,0,51,0.04674619897150881,16.69555739674911,1,0,0,0.0,
synthetic-2018-1-0-61,Demo Area 01,2018,1,32,13,0,41,0.03497962517478888,24.015748953712382,0,0,1,1779.8254797452867,
synthetic-2018-1-0-62,Demo Area 01,2018,1,23,12,0,53,0.034444132630079755,20.430086834935107,0,0,0,0.0,
synthetic-2018-1-0-63,Demo Area 01,2018,1,35,11,0,4,0.04093691619510508,25.204406860986406,0,0,1,2234.4623458817314,
synthetic-2018-1-0-64,Demo Area 01,2018,1,27,8,0,49,0.031922573254122635,24.898420419609494,0,0,1,2216.7653566504637,
synthetic-2018-1-0-65,Demo Area 01,2018,1,29,12,0,49,0.047063688671424186,22.908699170438037,0,0,0,0.0,
synthetic-2018-1-0-66,Demo Area 01,2018,1,31,12,0,32,0.03545060036006544,16.261165214896547,0,0,0,0.0,
synthetic-2018-1-0-67,Demo Area 01,2018,1,28,8,0,0,0.03910991150473013,28.207333735269483,1,0,0,0.0,
synthetic-2018-1-0-68,Demo Area 01,2018,1,18,11,0,6,0.041679213086719326,26.49339815927307,0,0,1,2503.265530120232,
synthetic-2018-1-0-69,Demo Area 01,2018,1,45,10,0,24,0.03909568700627956,17.148303920496488,0,0,0,0.0,
synthetic-2018-1-0-70,Demo Area 01,2018,1,41,11,1,4,0.039657424888608336,19.197922869609272,0,0,1,4292.210475876752,
synthetic-2018-1-0-71,Demo Area 01,2018,1,21,9,0,17,0.03582597720343017,24.30116835830502,0,0,0,0.0,
synthetic-2018-1-0-72,Demo Area 01,2018,1,43,10,0,28,0.04061279351560161,23.896353227133584,1,0,0,0.0,
synthetic-2018-1-0-73,Demo Area 01,2018,1,30,16,0,56,0.04651239010403203,20.60137062706024,1,0,0,0.0,
synthetic-2018-1-0-74,Demo Area 01,2018,1,34,14,1,26,0.036250434541876736,32.474418220166264,1,0,1,2719.3753102618844,
synthetic-2018-1-0-75,Demo Area 01,2018,1,36,13,1,44,0.04527633395181855,32.278556053476734,0,0,0,0.0,
synthetic-2018-1-0-76,Demo Area 01,2018,1,42,12,0,27,0.040087601522970466,22.31272929917376,1,0,0,0.0,
synthetic-2018-1-0-77,Demo Area 01,2018,1,45,10,1,39,0.032479038803055554,21.645771220119418,0,0,0,0.0,
synthetic-2018-1-0-78,Demo Area 01,2018,1,43,8,1,41,0.04307038558487275,26.659866790653112,0,1,0,0.0,1.0
synthetic-2018-1-0-79,Demo Area 01,2018,1,28,11,0,32,0.040376833872753565,20.664519925328133,0,0,0,0.0,
synthetic-2018-1-0-80,Demo Area 01,2018,1,41,11,0,59,0.043080196823132036,23.85092197152292,1,0,0,0.0,
synthetic-2018-1-1-0,Demo Area 02,2018,1,32,10,0,57,0.037610067728863994,25.245110526436342,0,0,0,0.0,
synthetic-2018-1-1-1,Demo Area 02,2018,1,24,11,0,16,0.03584967844475317,24.82303326683235,0,0,1,1653.1114414089545,
synthetic-2018-1-1-2,Demo Area 02,2018,1,56,12,1,58,0.04810031123336048,16.828333791149877,0,0,1,1938.5033181254983,
synthetic-2018-1-1-3,Demo Area 02,2018,1,49,10,0,5,0.04365207763464042,17.608800498719503,1,0,1,5383.405716055425,
synthetic-2018-1-1-4,Demo Area 02,2018,1,31,13,1,16,0.03527006320116075,17.89195682481489,0,1,1,4744.040294333003,1.0
synthetic-2018-1-1-5,Demo Area 02,2018,1,43,14,0,18,0.04750465325591058,26.730880094959403,1,0,0,0.0,
synthetic-2018-1-1-6,Demo Area 02,2018,1,64,10,0,38,0.04467256846062972,16.077011409880825,0,0,0,0.0,
synthetic-2018-1-1-7,Demo Area 02,2018,1,37,11,0,13,0.04580792971490447,20.428549253465807,0,0,1,8185.1609425486895,
synthetic-2018-1-1-8,Demo Area 02,2018,1,35,13,0,24,0.03422080871428293,24.839901592060254,0,0,1,5536.1992694024775,
synthetic-2018-1-1-9,Demo Area 02,2018,1,55,10,0,29,0.037339732961401424,30.047554792376378,0,1,0,0.0,0.0
synthetic-2018-1-1-10,Demo Area 02,2018,1,41,11,0,51,0.04214016696424957,19.126212658348877,0,0,1,1741.9123204242428,
synthetic-2018-1-1-11,Demo Area 02,2018,1,20,8,0,11,0.039023258287315725,23.027719417075822,1,0,0,0.0,
synthetic-2018-1-1-12,Demo Area 02,2018,1,18,11,0,7,0.04154924024717034,18.89824514155344,0,0,1,2117.5021517832192,
synthetic-2018-1-1-13,Demo Area 02,2018,1,47,11,0,22,0.041387657187931165,25.276707865447214,1,0,1,1449.2728831495922,
synthetic-2018-1-1-14,Demo Area 02,2018,1,18,15,0,11,0.03987256093900964,29.927357387682527,1,0,0,0.0,
synthetic-2018-1-1-15,Demo Area 02,2018,1,31,12,0,16,0.040700485577522094,12.976660057648319,1,0,1,3929.693189181302,
synthetic-2018-1-1-16,Demo Area 02,2018,1,27,14,0,45,0.037129948004009615,21.16846526269645,0,1,0,0.0,1.0
synthetic-2018-1-1-17,Demo Area 02,2018,1,20,8,0,15,0.038846830125241,27.154832804303943,0,0,0,0.0,
synthetic-2018-1-1-18,Demo Area 02,2018,1,37,10,0,0,0.03504069552152897,27.75600601637494,1,0,0,0.0,
synthetic-2018-1-1-19,Demo Area 02,2018,1,25,13,0,53,0.046989687223034655,20.335216598705884,1,0,0,0.0,
synthetic-2018-1-1-20,Demo Area 02,2018,1,35,10,0,61,0.043279350603948656,19.824121596949933,0,0,1,6455.263227497724,
synthetic-2018-1-1-21,Demo Area 02,2018,1,45,10,1,26,0.042621768786442145,18.93649991488582,0,1,1,2774.349194330266,1.0
synthetic-2018-1-1-22,Demo Area 02,2018,1,24,11,0,53,0.03871939632971497,32.726045979973314,0,0,1,1398.2261521006235,
synthetic-2018-1-1-23,Demo Area 02,2018,1,19,12,0,40,0.04315788568786966,19.83595534739175,1,0,0,0.0,
synthetic-2018-1-1-24,Demo Area 02,2018,1,27,12,0,20,0.04004838306132314,25.79450729727218,0,1,0,0.0,0.0
synthetic-2018-1-1-25,Demo Area 02,2018,1,28,12,0,7,0.03435558065803659,16.065911706270693,1,0,0,0.0,
synthetic-2018-1-1-26,Demo Area 02,2018,1,23,8,0,4,0.048586362909914096,17.808899030056793,0,0,0,0.0,
synthetic-2018-1-1-27,Demo Area 02,2018,1,48,10,0,57,0.036625047891431804,16.85720673941524,0,1,0,0.0,0.0
synthetic-2018-1-1-28,Demo Area 02,2018,1,40,14,0,37,0.04393671596815064,27.273051792900567,0,1,1,8768.483383398187,1.0
synthetic-2018-1-1-29,Demo Area 02,2018,1,19,9,0,15,0.04993743084363171,16.496920896688124,0,0,0,0.0,
synthetic-2018-1-1-30,Demo Area 02,2018,1,51,12,0,17,0.04004923527719095,22.000406898687174,1,1,0,0.0,0.0
synthetic-2018-1-1-31,Demo Area 02,2018,1,39,8,0,27,0.039695443032485844,23.05791086587844,0,0,1,1616.0355667111019,
synthetic-2018-1-1-32,Demo Area 02,2018,1,35,14,0,19,0.03954851239099677,23.539497697798993,1,0,1,4600.554821146056,
synthetic-2018-1-1-33,Demo Area 02,2018,1,41,9,0,35,0.045306006230052265,22.484563768474835,0,0,0,0.0,
synthetic-2018-1-1-34,Demo Area 02,2018,1,30,15,0,47,0.04808170593346624,15.93508288705824,1,0,0,0.0,
synthetic-2018-1-1-35,Demo Area 02,2018,1,31,8,0,45,0.03790584919992464,21.757458204743596,1,0,1,4431.134020933401,
synthetic-2018-1-1-36,Demo Area 02,2018,1,42,9,1,18,0.03677082350444084,21.91250794676298,1,0,1,4639.3064349219685,
synthetic-2018-1-1-37,Demo Area 02,2018,1,38,13,0,3,0.03489366183942905,19.83193006347279,1,1,0,0.0,0.0
synthetic-2018-1-1-38,Demo Area 02,2018,1,58,15,0,13,0.03777837891307313,25.730259267068988,0,0,0,0.0,
synthetic-2018-1-1-39,Demo Area 02,2018,1,40,9,0,27,0.03159048077451141,35.63860885552319,1,0,0,0.0,
synthetic-2018-1-1-40,Demo Area 02,2018,1,29,9,0,46,0.037982810493715755,24.15617146002899,0,0,1,5447.959960920573,
synthetic-2018-1-1-41,Demo Area 02,2018,1,44,11,0,5,0.03853551397130029,16.132015023639457,1,0,0,0.0,
synthetic-2018-1-1-42,Demo Area 02,2018,1,18,7,0,39,0.041140947033961504,28.189262304373923,0,0,0,0.0,
synthetic-2018-1-1-43,Demo Area 02,2018,1,39,11,0,8,0.03209680177454814,23.545733650034272,1,0,0,0.0,
synthetic-2018-1-1-44,Demo Area 02,2018,1,40,10,1,58,0.041152660508607844,28.998292908803087,1,0,0,0.0,
synthetic-2018-1-1-45,Demo Area 02,2018,1,31,13,0,16,0.04064940997232273,29.788616000475898,0,0,1,3036.7958033008103,
synthetic-2018-1-1-46,Demo Area 02,2018,1,18,10,1,5,0.03351023131161357,21.995972597987546,1,0,0,0.0,
synthetic-2018-1-1-47,Demo Area 02,2018,1,39,11,0,12,0.04264066623952256,18.840664948331785,0,0,1,4835.066414985336,
synthetic-2018-1-1-48,Demo Area 02,2018,1,42,14,0,55,0.03558948347969951,23.850031563598392,0,0,0,0.0,
synthetic-2018-1-1-49,Demo Area 02,2018,1,37,17,0,22,0.04157954856095402,27.30556855120473,1,0,1,2367.9156294795803,
synthetic-2018-1-1-50,Demo Area 02,2018,1,42,11,0,6,0.04123974309257221,22.222807060738386,0,0,0,0.0,
synthetic-2018-1-1-51,Demo Area 02,2018,1,30,9,0,38,0.041036759557648766,25.147368020675955,0,0,0,0.0,
synthetic-2018-1-1-52,Demo Area 02,2018,1,57,10,1,54,0.03123194309520579,21.21478926420768,0,0,0,0.0,
synthetic-2018-1-1-53,Demo Area 02,2018,1,28,9,0,50,0.03293435512572577,15.647538413223705,0,0,0,0.0,
synthetic-2018-1-1-54,Demo Area 02,2018,1,20,14,0,61,0.045804338833470015,16.761594318056563,0,0,0,0.0,
synthetic-2018-1-1-55,Demo Area 02,2018,1,21,13,0,60,0.03463162820993169,18.620535534384913,1,0,0,0.0,
synthetic-2018-1-1-56,Demo Area 02,2018,1,36,12,0,60,0.048599233545908616,24.15333582332771,0,0,1,943.5131084821281,
synthetic-2018-1-1-57,Demo Area 02,2018,1,26,8,1,15,0.04094899573384271,28.720826103311087,0,0,0,0.0,
synthetic-2018-1-1-58,Demo Area 02,2018,1,37,10,1,60,0.03937622723887529,17.249110773932777,1,0,1,2085.558535986066,
synthetic-2018-1-1-59,Demo Area 02,2018,1,53,10,0,29,0.04559553713475771,23.68798317669817,0,0,1,2539.065221102317,
synthetic-2018-1-1-60,Demo Area 02,2018,1,18,12,0,15,0.0464397139549056,29.25433654885454,1,1,1,3232.705401380738,1.0
synthetic-2018-1-1-61,Demo Area 02,2018,1,34,13,0,19,0.04431114701986352,17.9652704023347,1,0,1,5955.829023293379,
synthetic-2018-1-1-62,Demo Area 02,2018,1,23,14,0,20,0.04261844693411765,21.199224391574717,0,0,0,0.0,
synthetic-2018-1-1-63,Demo Area 02,2018,1,34,10,0,51,0.0417929917981518,26.686925326052513,1,0,0,0.0,
synthetic-2018-1-1-64,Demo Area 02,2018,1,44,12,0,32,0.0400508644546427,21.10055857105969,1,1,0,0.0,0.0
synthetic-2018-1-1-65,Demo Area 02,2018,1,25,14,0,45,0.04292193410317037,26.594943545468894,0,1,1,3925.3228393213167,0.0
synthetic-2018-1-2-0,Demo Area 03,2018,1,18,8,0,18,0.043274554794168224,27.690785321016108,1,0,1,4529.368473519121,
synthetic-2018-1-2-1,Demo Area 03,2018,1,39,11,0,47,0.03469689804116814,22.79754450216422,1,0,0,0.0,
synthetic-2018-1-2-2,Demo Area 03,2018,1,29,10,0,22,0.04296137137669568,21.904018846196646,1,0,0,0.0,
synthetic-2018-1-2-3,Demo Area 03,2018,1,38,13,0,20,0.04896143501457243,25.32022404534101,0,0,0,0.0,
synthetic-2018-1-2-4,Demo Area 03,2018,1,34,13,0,63,0.034561870430570865,20.75737051416815,0,0,0,0.0,
synthetic-2018-1-2-5,Demo Area 03,2018,1,35,13,0,54,0.052728593083393095,23.337198233005914,0,0,0,0.0,
synthetic-2018-1-2-6,Demo Area 03,2018,1,34,10,0,19,0.040771885857154584,8.705572767533319,0,0,0,0.0,
synthetic-2018-1-2-7,Demo Area 03,2018,1,18,9,0,13,0.04237901172753746,23.863747232264178,1,0,0,0.0,
synthetic-2018-1-2-8,Demo Area 03,2018,1,30,8,0,42,0.04149707574980927,20.627228051137134,1,0,0,0.0,
synthetic-2018-1-2-9,Demo Area 03,2018,1,33,11,0,21,0.04760853485014439,19.19734605634907,0,0,0,0.0,
synthetic-2018-1-2-10,Demo Area 03,2018,1,28,12,0,46,0.04436670144493168,28.53573574099833,1,0,0,0.0,
synthetic-2018-1-2-11,Demo Area 03,2018,1,18,14,1,2,0.033259360626253995,24.238265299670342,0,0,1,3165.8612972696333,
synthetic-2018-1-2-12,Demo Area 03,2018,1,31,12,0,11,0.04127394707908852,28.751885164345993,1,0,1,5550.2378027207415,
synthetic-2018-1-2-13,Demo Area 03,2018,1,29,9,1,34,0.032729870235812,21.961092227526557,0,0,0,0.0,
synthetic-2018-1-2-14,Demo Area 03,2018,1,24,13,0,54,0.04404573465418211,18.632906024519073,0,0,0,0.0,
synthetic-2018-1-2-15,Demo Area 03,2018,1,36,14,1,26,0.039702518467517114,18.013963331395324,0,0,0,0.0,
synthetic-2018-1-2-16,Demo Area 03,2018,1,28,12,0,7,0.037647927235827876,21.65097649464429,0,0,1,1892.4055718898057,
synthetic-2018-1-2-17,Demo Area 03,2018,1,50,13,1,20,0.03873069050327372,20.320649273977455,0,1,1,1702.460016353788,0.0
synthetic-2018-1-2-18,Demo Area 03,2018,1,18,13,1,7,0.041685795720174536,24.670617818183242,0,0,1,9837.725066946456,
synthetic-2018-1-2-19,Demo Area 03,2018,1,24,11,0,47,0.04261566894743319,11.866312341062343,0,0,0,0.0,
synthetic-2018-1-2-20,Demo Area 03,2018,1,40,12,0,49,0.03763096756076136,29.594894868194245,0,0,1,2244.0393452135118,
synthetic-2018-1-2-21,Demo Area 03,2018,1,19,13,0,43,0.044781525296006805,21.408266211954036,0,0,0,0.0,
synthetic-2018-1-2-22,Demo Area 03,2018,1,18,8,0,60,0.042245783920365786,25.171819418736877,0,0,1,2064.82825408998,
synthetic-2018-1-2-23,Demo Area 03,2018,1,54,11,0,19,0.03667625790975862,20.12980017977295,1,0,0,0.0,
synthetic-2018-1-2-24,Demo Area 03,2018,1,18,12,0,37,0.04497856914757761,19.839092594517822,0,0,0,0.0,
synthetic-2018-1-2-25,Demo Area 03,2018,1,42,12,0,28,0.03539451613959435,17.267967789892115,0,0,0,0.0,
synthetic-2018-1-2-26,Demo Area 03,2018,1,23,11,0,13,0.04141526573563842,22.33967474311573,0,0,1,3554.284027095899,
synthetic-2018-1-2-27,Demo Area 03,2018,1,44,13,0,28,0.03975668476357735,21.9505778241252,1,0,0,0.0,
synthetic-2018-1-2-28,Demo Area 03,2018,1,30,11,0,62,0.03170848196382181,25.338114274505944,1,0,0,0.0,
synthetic-2018-1-2-29,Demo Area 03,2018,1,52,8,0,22,0.043662106468695,19.757198843373658,0,1,1,3112.9541977493127,0.0
synthetic-2018-1-2-30,Demo Area 03,2018,1,43,13,0,40,0.048262902236843666,23.94661335982845,0,0,1,2449.822292897692,
synthetic-2018-1-2-31,Demo Area 03,2018,1,18,11,0,46,0.04280226628701859,22.770202267362894,0,0,1,4845.364104486193,
synthetic-2018-1-2-32,Demo Area 03,2018,1,27,11,0,32,0.04044588979865726,23.873617050070017,1,0,0,0.0,
synthetic-2018-1-2-33,Demo Area 03,2018,1,35,15,0,21,0.042553782902443126,12.695308333763847,0,1,1,1086.3487152069742,0.0
synthetic-2018-1-2-34,Demo Area 03,2018,1,42,15,0,55,0.03202501563733993,26.97981800490413,1,1,0,0.0,0.0
synthetic-2018-1-2-35,Demo Area 03,2018,1,31,12,0,30,0.04331448389798293,32.86124939403456,1,0,0,0.0,
synthetic-2018-1-2-36,Demo Area 03,2018,1,36,10,0,62,0.037116847245112224,23.772849832354723,0,0,1,3035.6813889943724,
synthetic-2018-1-2-37,Demo Area 03,2018,1,28,13,0,38,0.043475985768391,25.716762830893575,1,1,0,0.0,0.0
synthetic-2018-1-2-38,Demo Area 03,2018,1,53,10,1,42,0.04343768141904206,21.60990245308008,0,0,0,0.0,
synthetic-2018-1-2-39,Demo Area 03,2018,1,47,10,0,7,0.05011257164887507,14.852730291455313,0,0,0,0.0,
synthetic-2018-1-2-40,Demo Area 03,2018,1,46,8,0,60,0.0403871184033403,18.33701695428079,0,1,1,1441.8530058321069,0.0
synthetic-2018-1-2-41,Demo Area 03,2018,1,38,12,1,49,0.04582587900365044,18.444714014493204,0,0,0,0.0,
synthetic-2018-1-2-42,Demo Area 03,2018,1,34,11,1,64,0.04428322058476145,29.664603805377094,1,1,0,0.0,1.0
synthetic-2018-1-2-43,Demo Area 03,2018,1,32,16,0,29,0.04253179681174043,17.02121022413756,0,0,1,2161.3922304943103,
synthetic-2018-1-2-44,Demo Area 03,2018,1,21,12,0,40,0.03641704422862605,21.11290502798488,0,0,0,0.0,
synthetic-2018-1-2-45,Demo Area 03,2018,1,21,11,0,16,0.03877419504554527,22.14379721983702,0,1,0,0.0,0.0
synthetic-2018-1-2-46,Demo Area 03,2018,1,29,13,0,26,0.050001634960010144,21.478569512114333,1,0,0,0.0,
synthetic-2018-1-2-47,Demo Area 03,2018,1,27,11,1,0,0.038771950322527886,24.615044986736812,1,0,0,0.0,
synthetic-2018-1-2-48,Demo Area 03,2018,1,32,10,0,4,0.04188018022494121,21.216980915221637,1,0,1,1576.024565083565,
synthetic-2018-1-2-49,Demo Area 03,2018,1,34,10,0,35,0.04303577549291131,25.782469747059107,1,0,0,0.0,
synthetic-2018-1-2-50,Demo Area 03,2018,1,41,15,0,2,0.03982352365314894,16.68488825302222,0,0,1,2170.6940617056707,
synthetic-2018-1-2-51,Demo Area 03,2018,1,43,13,0,56,0.04884820928932659,16.41804481294877,0,1,0,0.0,0.0
synthetic-2018-1-2-52,Demo Area 03,2018,1,32,11,0,0,0.037228607416607155,23.910727304384665,0,0,1,2136.4909709932167,
synthetic-2018-1-2-53,Demo Area 03,2018,1,29,11,0,3,0.0490755115454479,27.123280631575426,0,0,0,0.0,
synthetic-2018-1-2-54,Demo Area 03,2018,1,22,14,0,58,0.04054224183996242,29.01408436420201,1,0,1,1899.8620513081628,
synthetic-2018-1-2-55,Demo Area 03,2018,1,42,10,0,24,0.041047385402930174,25.959758666225166,0,0,1,2849.163006665805,
synthetic-2018-1-2-56,Demo Area 03,2018,1,21,8,1,37,0.046515356797471874,21.75447321761962,0,0,1,1820.6030058853619,
synthetic-2018-1-2-57,Demo Area 03,2018,1,41,12,1,46,0.04560870912718564,24.141454801442556,1,0,0,0.0,
synthetic-2018-1-2-58,Demo Area 03,2018,1,26,13,1,63,0.03151520674415895,28.16604304043149,0,0,0,0.0,
synthetic-2018-1-2-59,Demo Area 03,2018,1,57,8,0,26,0.03969056961178215,19.052008683832717,1,1,0,0.0,0.0
synthetic-2018-1-2-60,Demo Area 03,2018,1,44,14,1,56,0.03769485648087998,24.753126596846247,0,0,1,868.051355197842,
synthetic-2018-1-2-61,Demo Area 03,2018,1,52,12,0,48,0.04077502660122565,29.184907973270192,0,0,0,0.0,
synthetic-2018-1-2-62,Demo Area 03,2018,1,39,9,0,12,0.04940070809723777,22.814458977158193,1,1,0,0.0,1.0
synthetic-2018-1-2-63,Demo Area 03,2018,1,24,13,0,10,0.04746921188047296,31.57659959175655,0,1,1,2722.240183718354,0.0
